  10        15  000
  11        12  000
  12         2  000
  13         0  000
  14         0  000
  15         0  000
  16         0  000
  17         0  000
  18         0  000
  19         0  000
  20         0  000
  21         0  000
  22         0  000
  23         0  000
  24         0  000
  25         0  000
  26         0  000
  27         0  000
  28         0  000
  29         0  000
  30         0  000
  31         0  000
  32         0  000
  33         0  000
  34         0  000
  35         0  000
  36         0  000
  37         0  000
  38         0  000
  39         0  000
  40         0  000
  41         0  000
  42         0  000
  43         0  000
  44         0  000
  45         0  000
  46         0  000
  47         0  000
  48         0  000
  49         0  000
  50         0  000
  51         0  000
  52         0  000
  53         0  000
  54         0  000
  55         0  000
  56         0  000
  57         0  000
  58         0  000
  59         0  000
  60         0  000
  61         0  000
  62         0  000
  63         0  000
  64         0  000
  65         0  000
  66         0  000
  67         0  000
  68         0  000
  69         0  000
  70         0  000
  71         0  000
  72         0  000
  73         0  000
  74         0  000
  75         0  000
  76         0  000
  77         0  000
  78         0  000
  79         0  000
  80         0  000
  81         0  000
  82         0  000
  83         0  000
  84         0  000
  85         0  000
  86         0  000
  87         0  000
  88         0  000
  89         0  000
  90         0  000
  91         0  000
  92         0  000
  93         0  000
  94         0  000
  95         0  000
  96         0  000
  97         0  000
  98         0  000
  99         0  000
 100         0  000
 101         0  000
 102         0  000
 103         0  000
 104         0  000
 105         0  000
 106         0  000
 107         0  000
 108         0  000
 109         0  000
 110         0  000
 111         0  000
 112         0  000
 113         0  000
 114         0  000
 115         0  000
 116         0  000
 117         0  000
 118         0  000
 119         0  000
 120         1  000
 121         8  000
 122        28  000
 123        32  000
 124        69  000
 125        90  000
 126       117  000
 127       146  000
 128       163  000
 129       211  000
 130       191  000
 131       208  000
 132       197  000
 133       200  000
 134       197  000
 135       210  000
 136       219  000
 137       186  000
 138       222  000
 139       255  000
 140       298  000
 141       358  000
 142       361  000
 143       409  000
 144       473  000
 145       463  000
 146       457  000
 147       508  000
 148       519  000
 149       502  000
 150       486  000
 151       470  000
 152       475  000
 153       486  000
 154       474  000
 155       472  000
 156       474  000
 157       517  000
 158       485  000
 159       576  000
 160       666  000
 161       770  000
 162       781  000
 163       957  000
 164       922  000
 165      1067  000
 166      1119  000
 167      1190  000
 168      1184  000
 169      1139  000
 170      1163  000
 171      1098  000
 172      1094  000
 173      1081  000
 174      1075  000
 175       970  000
 176      1056  000
 177      1023  000
 178      1075  000
 179       995  000
 180      1055  000
 181      1067  000
 182      1120  000
 183      1200  000
 184      1322  000
 185      1485  000
 186      1592  000
 187      1649  000
 188      1723  000
 189      1939  000
 190      1979  000
 191      2137  000
 192      2095  000
 193      2112  000
 194      1931  000
 195      1931  000
 196      1850  000
 197      1800  000
 198      1721  000
 199      1705  000
 200      1617  000
 201      1644  000
 202      1493  000
 203      1498  000
 204      1535  000
 205      1622  000
 206      1535  000
 207      1609  000
 208      1653  000
 209      1805  000
 210      1899  000
 211      2078  000
 212      2187  000
 213      2217  000
 214      2261  000
 215      2401  000
 216      2471  000
 217      2552  000
 218      2399  000
 219      2403  000
 220      2275  000
 221      2074  000
 222      2197  000
 223      1970  000
 224      1846  000
 225      1847  000
 226      1768  000
 227      1662  000
 228      1543  000
 229      1568  000
 230      1517  000
 231      1567  000
 232      1541  000
 233      1640  000
 234      1659  000
 235      1739  000
 236      1770  000
 237      1861  000
 238      1947  000
 239      2064  000
 240      2033  000
 241      2082  000
 242      2076  000
 243      2045  000
 244      1938  000
 245      1933  000
 246      1722  000
 247      1660  000
 248      1609  000
 249      1534  000
 250      1394  000
 251      1303  000
 252      1228  000
 253      1113  000
 254      1059  000
 255      1069  000
 256      1040  000
 257      1019  000
 258      1011  000
 259      1112  000
 260      1084  000
 261      1095  000
 262      1161  000
 263      1136  000
 264      1109  000
 265      1188  000
 266      1101  000
 267      1179  000
 268      1123  000
 269      1121  000
 270      1026  000
 271       957  000
 272       901  000
 273       868  000
 274       807  000
 275       710  000
 276       657  000
 277       663  000
 278       569  000
 279       556  000
 280       446  000
 281       458  000
 282       497  000
 283       440  000
 284       425  000
 285       429  000
 286       434  000
 287       444  000
 288       424  000
 289       452  000
 290       442  000
 291       432  000
 292       437  000
 293       430  000
 294       393  000
 295       416  000
 296       388  000
 297       371  000
 298       306  000
 299       286  000
 300       282  000
 301       252  000
 302       242  000
 303       223  000
 304       181  000
 305       195  000
 306       162  000
 307       141  000
 308       138  000
 309       159  000
 310       141  000
 311       144  000
 312       116  000
 313       151  000
 314       129  000
 315       120  000
 316       117  000
 317       119  000
 318       121  000
 319       104  000
 320        94  000
 321        93  000
 322        80  000
 323        83  000
 324        80  000
 325        64  000
 326        57  000
 327        47  000
 328        47  000
 329        45  000
 330        42  000
 331        40  000
 332        25  000
 333        34  000
 334        25  000
 335        19  000
 336        17  000
 337        22  000
 338        17  000
 339        20  000
 340        22  000
 341        18  000
 342        16  000
 343        22  000
 344        15  000
 345        14  000
 346        19  000
 347        18  000
 348        16  000
 349        14  000
 350        13  000
 351        17  000
 352        10  000
 353         6  000
 354        10  000
 355        10  000
 356         9  000
 357         8  000
 358         3  000
 359         3  000
 360         3  000
 361         3  000
 362         2  000
 363         2  000
 364         4  000
 365         5  000
 366         3  000
 367         1  000
 368         3  000
 369         2  000
 370         0  000
 371         2  000
 372         0  000
 373         2  000
 374         3  000
 375         2  000
 376         0  000
 377         1  000
 378         1  000
 379         2  000
 380         4  000
 381         0  000
 382         3  000
 383         1  000
 384         1  000
 385         0  000
 386         0  000
 387         0  000
 388         0  000
 389         2  000
 
