May 29 2023     09:04:59 am     Elt: 000147 Seconds.  Real Time: 000150
ID: No spectrum identifier defined
Memory Size: 16384 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,      251, 000
  14,      439, 000
  15,      494, 000
  16,      481, 000
  17,      545, 001
  18,      519, 001
  19,      564, 001
  20,      610, 001
  21,      590, 001
  22,      677, 001
  23,      819, 001
  24,      918, 001
  25,     1283, 001
  26,     2008, 001
  27,     3793, 001
  28,     6801, 001
  29,     8304, 001
  30,     5973, 001
  31,     3288, 001
  32,     2094, 001
  33,     1494, 001
  34,      967, 001
  35,      646, 001
  36,      552, 001
  37,      517, 000
  38,      505, 000
  39,      494, 000
  40,      546, 000
  41,      523, 000
  42,      553, 000
  43,      569, 000
  44,      513, 000
  45,      529, 000
  46,      566, 000
  47,      542, 000
  48,      536, 000
  49,      567, 000
  50,      571, 000
  51,      541, 000
  52,      563, 000
  53,      604, 000
  54,      569, 000
  55,      572, 000
  56,      629, 000
  57,      603, 000
  58,      573, 000
  59,      613, 000
  60,      630, 000
  61,      613, 000
  62,      612, 000
  63,      627, 000
  64,      640, 000
  65,      576, 000
  66,      594, 000
  67,      623, 000
  68,      639, 000
  69,      607, 000
  70,      563, 000
  71,      620, 000
  72,      600, 000
  73,      576, 000
  74,      571, 000
  75,      588, 000
  76,      643, 000
  77,      585, 000
  78,      600, 000
  79,      580, 000
  80,      583, 000
  81,      604, 000
  82,      623, 000
  83,      622, 000
  84,      559, 000
  85,      550, 000
  86,      617, 000
  87,      582, 000
  88,      611, 000
  89,      567, 000
  90,      582, 000
  91,      623, 000
  92,      565, 000
  93,      594, 000
  94,      583, 000
  95,      590, 000
  96,      601, 000
  97,      557, 000
  98,      584, 000
  99,      573, 000
 100,      571, 000
 101,      547, 000
 102,      604, 000
 103,      567, 000
 104,      581, 000
 105,      577, 000
 106,      578, 000
 107,      555, 000
 108,      606, 000
 109,      602, 000
 110,      574, 000
 111,      548, 000
 112,      601, 000
 113,      597, 000
 114,      620, 000
 115,      605, 000
 116,      611, 000
 117,      576, 000
 118,      571, 000
 119,      555, 000
 120,      609, 000
 121,      548, 000
 122,      594, 000
 123,      643, 002
 124,      620, 002
 125,      644, 002
 126,      713, 002
 127,      691, 002
 128,      707, 002
 129,      751, 002
 130,      837, 002
 131,      833, 002
 132,      888, 002
 133,      862, 002
 134,      878, 002
 135,      955, 002
 136,      953, 002
 137,      951, 002
 138,      921, 002
 139,      902, 002
 140,      896, 002
 141,      902, 002
 142,      866, 002
 143,      867, 002
 144,      854, 002
 145,      894, 002
 146,      792, 002
 147,      804, 002
 148,      777, 002
 149,      789, 002
 150,      756, 002
 151,      741, 002
 152,      754, 002
 153,      706, 002
 154,      696, 002
 155,      715, 002
 156,      724, 000
 157,      714, 000
 158,      667, 000
 159,      676, 000
 160,      652, 000
 161,      668, 000
 162,      602, 000
 163,      663, 000
 164,      620, 000
 165,      593, 000
 166,      579, 000
 167,      604, 000
 168,      615, 000
 169,      636, 000
 170,      591, 000
 171,      582, 000
 172,      622, 000
 173,      582, 000
 174,      578, 000
 175,      571, 000
 176,      540, 000
 177,      571, 000
 178,      546, 000
 179,      539, 000
 180,      532, 000
 181,      515, 000
 182,      529, 000
 183,      531, 000
 184,      509, 000
 185,      566, 000
 186,      523, 000
 187,      553, 000
 188,      500, 000
 189,      500, 000
 190,      507, 000
 191,      553, 000
 192,      525, 000
 193,      531, 000
 194,      477, 000
 195,      494, 000
 196,      477, 000
 197,      496, 000
 198,      499, 000
 199,      494, 000
 200,      494, 000
 201,      480, 000
 202,      472, 000
 203,      481, 000
 204,      474, 000
 205,      449, 000
 206,      458, 000
 207,      451, 000
 208,      483, 000
 209,      442, 000
 210,      482, 000
 211,      478, 000
 212,      452, 000
 213,      464, 000
 214,      442, 000
 215,      450, 000
 216,      452, 000
 217,      462, 000
 218,      472, 000
 219,      466, 000
 220,      474, 000
 221,      474, 000
 222,      484, 000
 223,      454, 000
 224,      430, 000
 225,      439, 000
 226,      443, 000
 227,      443, 000
 228,      484, 000
 229,      450, 000
 230,      446, 000
 231,      431, 000
 232,      435, 000
 233,      480, 000
 234,      472, 000
 235,      457, 000
 236,      469, 000
 237,      464, 000
 238,      424, 000
 239,      454, 000
 240,      431, 000
 241,      420, 000
 242,      414, 000
 243,      425, 000
 244,      443, 000
 245,      420, 000
 246,      446, 000
 247,      440, 000
 248,      415, 000
 249,      437, 000
 250,      453, 000
 251,      447, 000
 252,      465, 000
 253,      422, 000
 254,      446, 000
 255,      492, 000
 256,      426, 000
 257,      453, 000
 258,      490, 000
 259,      435, 000
 260,      472, 000
 261,      447, 000
 262,      444, 000
 263,      476, 000
 264,      420, 000
 265,      442, 000
 266,      454, 000
 267,      456, 000
 268,      469, 000
 269,      449, 000
 270,      452, 000
 271,      486, 000
 272,      455, 000
 273,      494, 000
 274,      443, 000
 275,      495, 000
 276,      502, 000
 277,      496, 000
 278,      427, 000
 279,      533, 000
 280,      463, 000
 281,      489, 000
 282,      477, 000
 283,      453, 000
 284,      498, 000
 285,      476, 000
 286,      492, 000
 287,      494, 000
 288,      486, 000
 289,      492, 000
 290,      453, 000
 291,      540, 000
 292,      545, 000
 293,      460, 000
 294,      530, 000
 295,      523, 000
 296,      480, 000
 297,      465, 000
 298,      493, 000
 299,      487, 000
 300,      443, 000
 301,      434, 000
 302,      432, 000
 303,      395, 000
 304,      398, 000
 305,      387, 000
 306,      364, 000
 307,      378, 000
 308,      355, 000
 309,      329, 000
 310,      321, 000
 311,      327, 000
 312,      289, 000
 313,      272, 000
 314,      252, 000
 315,      268, 000
 316,      223, 000
 317,      233, 000
 318,      221, 000
 319,      181, 000
 320,      146, 000
 321,      158, 000
 322,      162, 000
 323,      161, 000
 324,      141, 000
 325,      152, 000
 326,      144, 000
 327,      127, 000
 328,      156, 000
 329,      130, 000
 330,      122, 000
 331,      130, 000
 332,      125, 000
 333,      110, 000
 334,       99, 000
 335,      109, 000
 336,       95, 000
 337,      113, 000
 338,       77, 000
 339,       90, 000
 340,       91, 000
 341,       77, 000
 342,       87, 000
 343,       78, 000
 344,       69, 000
 345,       75, 000
 346,       84, 000
 347,       69, 000
 348,       80, 000
 349,       53, 000
 350,       73, 000
 351,       59, 000
 352,       75, 000
 353,       66, 000
 354,       61, 000
 355,       62, 000
 356,       67, 000
 357,       53, 000
 358,       35, 000
 359,       47, 000
 360,       56, 000
 361,       46, 000
 362,       40, 000
 363,       57, 000
 364,       47, 000
 365,       43, 000
 366,       38, 000
 367,       35, 000
 368,       37, 000
 369,       39, 000
 370,       39, 000
 371,       37, 000
 372,       42, 000
 373,       39, 000
 374,       43, 000
 375,       34, 000
 376,       34, 000
 377,       31, 000
 378,       29, 000
 379,       25, 000
 380,       29, 000
 381,       24, 000
 382,       32, 000
 383,       39, 000
 384,       21, 000
 385,       30, 000
 386,       47, 000
 387,       39, 000
 388,       40, 000
 389,       30, 000
 390,       35, 000
 391,       27, 000
 392,       38, 000
 393,       37, 000
 394,       39, 000
 395,       40, 003
 396,       45, 003
 397,       39, 003
 398,       48, 003
 399,       49, 003
 400,       48, 003
 401,       65, 003
 402,       71, 003
 403,       75, 003
 404,       91, 003
 405,       94, 003
 406,      133, 003
 407,      129, 003
 408,      191, 003
 409,      240, 003
 410,      253, 003
 411,      352, 003
 412,      363, 003
 413,      424, 003
 414,      480, 003
 415,      612, 003
 416,      671, 003
 417,      823, 003
 418,      855, 003
 419,     1012, 003
 420,     1138, 003
 421,     1231, 003
 422,     1362, 003
 423,     1539, 003
 424,     1673, 003
 425,     1901, 003
 426,     1925, 003
 427,     2120, 003
 428,     2169, 003
 429,     2417, 003
 430,     2574, 003
 431,     2670, 003
 432,     2715, 003
 433,     2803, 003
 434,     2948, 003
 435,     2931, 003
 436,     2975, 003
 437,     2986, 003
 438,     2962, 003
 439,     2908, 003
 440,     2747, 003
 441,     2697, 003
 442,     2518, 003
 443,     2516, 003
 444,     2330, 003
 445,     2196, 003
 446,     1970, 003
 447,     1790, 003
 448,     1596, 003
 449,     1550, 003
 450,     1378, 003
 451,     1214, 003
 452,     1024, 003
 453,      954, 003
 454,      828, 003
 455,      687, 003
 456,      626, 003
 457,      483, 003
 458,      415, 003
